listing_id,room_type,description,price,from_date,to_date,landlord_id,longitude,latitude
627601288664759137,Private room,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,0,2023-12-18,2024-12-16,144359260,-87.69893,41.93029
636250064064462881,Entire home/apt,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,88,2023-12-18,2024-12-16,382098370,-87.68804,41.86598
636275682012132479,Entire home/apt,Rental unit in Chicago · ★4.71 · Studio · 1 bed · 1 bath,142,2023-12-18,2024-12-16,391816535,-87.62381,41.87053
627625502277340745,Entire home/apt,Condo in Chicago · ★4.88 · 1 bedroom · 3 beds · 1.5 baths,154,2023-12-18,2024-12-16,19645168,-87.64886,41.95224
627625836632989398,Private room,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,0,2023-12-18,2024-12-16,144359260,-87.69974,41.93075
627839838083113502,Private room,Rental unit in Chicago · ★4.86 · 1 bedroom · 1 bed · 2 shared baths,30,2023-12-18,2024-12-16,457996544,-87.6452,41.7919
636277247685356126,Entire home/apt,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,166,2023-12-18,2024-12-16,391816535,-87.62401,41.87065
636277513363212598,Entire home/apt,Rental unit in Chicago · ★4.56 · 1 bedroom · 1 bed · 1 bath,156,2023-12-18,2024-12-16,391816535,-87.62358,41.8707
636277776535193668,Entire home/apt,Rental unit in Chicago · ★4.74 · 2 bedrooms · 2 beds · 2 baths,215,2023-12-18,2024-12-16,391816535,-87.62432,41.87033
636323240073035575,Entire home/apt,Home in Chicago · ★4.92 · 5 bedrooms · 6 beds · 3.5 baths,263,2023-12-18,2024-12-16,5228189,-87.70523525155727,41.89818002830246
636355767032689677,Entire home/apt,Rental unit in Chicago · ★4.63 · 2 bedrooms · 2 beds · 2 baths,225,2023-12-18,2024-12-16,391816535,-87.624573,41.87149
636558200225156162,Private room,Guest suite in Chicago · 1 bedroom · 1 bed · 1.5 shared baths,59,2023-12-18,2024-12-16,183032570,-87.68458,41.92259
627936924424434992,Entire home/apt,Rental unit in Chicago · ★4.75 · 1 bedroom · 1 bed · 1 bath,168,2023-12-18,2024-12-16,36459240,-87.63447,41.8921
627937096690103792,Entire home/apt,Rental unit in Chicago · ★4.86 · 2 bedrooms · 2 beds · 2 baths,296,2023-12-18,2024-12-16,36459240,-87.63588,41.89215
627955796073379948,Entire home/apt,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,131,2023-12-18,2024-12-16,107434423,-87.6338518,41.87710939999999
636807735879697841,Entire home/apt,Condo in Chicago · 2 bedrooms · 2 beds · 2 baths,152,2023-12-18,2024-12-16,461360713,-87.62627021050673,41.9047315811723
628230205492467023,Entire home/apt,Condo in Chicago · ★4.85 · 3 bedrooms · 4 beds · 2 baths,102,2023-12-18,2024-12-16,459410002,-87.69447,41.87554
637142417436254696,Entire home/apt,Rental unit in Chicago · ★4.88 · 2 bedrooms · 3 beds · 2 baths,149,2023-12-18,2024-12-16,395498979,-87.62531,41.85514
628333148081881406,Entire home/apt,Rental unit in Chicago · ★4.88 · 1 bedroom · 2 beds · 1 bath,81,2023-12-18,2024-12-16,134954840,-87.71678,41.90513
628376656431858046,Entire home/apt,Rental unit in Chicago · ★4.69 · 2 bedrooms · 3 beds · 1 bath,101,2023-12-18,2024-12-16,459450469,-87.616882,41.721069
637163279309811800,Entire home/apt,Rental unit in Chicago · ★4.78 · 3 bedrooms · 3 beds · 2 baths,171,2023-12-18,2024-12-16,395498979,-87.62493,41.85537
637186142163100079,Entire home/apt,Rental unit in Chicago · ★4.84 · 2 bedrooms · 3 beds · 2 baths,149,2023-12-18,2024-12-16,395498979,-87.62476,41.85562
637197653346993791,Entire home/apt,Rental unit in Chicago · ★4.73 · 3 bedrooms · 3 beds · 2 baths,171,2023-12-18,2024-12-16,395498979,-87.62383,41.85352
628397563108217536,Entire home/apt,Condo in Chicago · ★4.98 · 4 bedrooms · 5 beds · 3 baths,593,2023-12-18,2024-12-16,38839446,-87.65017,41.91143
637206522387025095,Entire home/apt,Rental unit in Chicago · ★4.71 · 2 bedrooms · 2 beds · 1 bath,92,2023-12-18,2024-12-16,54474385,-87.674355,41.805164
628435018118317455,Entire home/apt,Home in Chicago · ★4.98 · 5 bedrooms · 10 beds · 3.5 baths,463,2023-12-18,2024-12-16,23090887,-87.6747,41.91544
628791325830556053,Entire home/apt,Rental unit in Chicago · ★4.88 · 2 bedrooms · 2 beds · 2 baths,211,2023-12-18,2024-12-16,36459240,-87.63373,41.89034
628791452555224884,Entire home/apt,Rental unit in Chicago · ★4.67 · 1 bedroom · 2 beds · 1 bath,168,2023-12-18,2024-12-16,36459240,-87.63517,41.88999
628791563644110892,Entire home/apt,Rental unit in Chicago · ★4.74 · 2 bedrooms · 2 beds · 2 baths,211,2023-12-18,2024-12-16,36459240,-87.63563,41.89037
637641833820282065,Entire home/apt,Rental unit in Chicago · 3 bedrooms · 5 beds · 1 bath,165,2023-12-18,2024-12-16,149275292,-87.71872587868222,41.85341626575781
628798006249745797,Entire home/apt,Home in Chicago · ★4.72 · 1 bedroom · 2 beds · 1 bath,98,2023-12-18,2024-12-16,130066930,-87.71217,41.97192
637682564283136179,Entire home/apt,Rental unit in Chicago · ★4.92 · 2 bedrooms · 3 beds · 1.5 baths,209,2023-12-18,2024-12-16,28645540,-87.68399,41.90922
628855874552199266,Entire home/apt,Rental unit in Chicago · ★4.81 · Studio · 1 bed · 1 bath,72,2023-12-18,2024-12-16,60129932,-87.68287,41.91822
638008650510485051,Entire home/apt,Rental unit in Chicago · ★4.58 · 2 bedrooms · 3 beds · 1 bath,61,2023-12-18,2024-12-16,316480624,-87.7068,41.96424
628917896390406911,Entire home/apt,Rental unit in Chicago · ★4.65 · 4 bedrooms · 3 beds · 3.5 baths,200,2023-12-18,2024-12-16,26383151,-87.61962,41.79618
638186212208469650,Entire home/apt,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,164,2023-12-18,2024-12-16,107434423,-87.63422229999998,41.8860812
638451409169993182,Private room,Rental unit in Chicago · ★4.86 · 1 bedroom · 1 bed · 2 shared baths,37,2023-12-18,2024-12-16,457996544,-87.64681,41.79398
638482710835258153,Private room,Rental unit in Chicago · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,36,2023-12-18,2024-12-16,55282749,-87.6929,41.81698
628974286258737070,Entire home/apt,Rental unit in Chicago · ★4.50 · Studio · 1 bed · 1 bath,56,2023-12-18,2024-12-16,38842917,-87.6415,41.93086
638972815620892181,Private room,Rental unit in Chicago · 2 bedrooms · 3 beds · 1 shared bath,158,2023-12-18,2024-12-16,35342456,-87.75672,41.93855
628989428379651515,Entire home/apt,Rental unit in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 bath,55,2023-12-18,2024-12-16,458968716,-87.68652,41.96667
629028544930934083,Entire home/apt,Rental unit in Chicago · ★4.82 · 1 bedroom · 1 bed · 1 bath,53,2023-12-18,2024-12-16,458968716,-87.68548,41.96674
629098064295870083,Entire home/apt,Condo in Chicago · ★4.91 · 1 bedroom · 1 bed · 1 bath,102,2023-12-18,2024-12-16,98193524,-87.62305,41.87025
629099599551063519,Entire home/apt,Condo in Chicago · ★4.87 · 2 bedrooms · 2 beds · 2 baths,170,2023-12-18,2024-12-16,98193524,-87.6252,41.8701
629126180703558336,Entire home/apt,Rental unit in Chicago · ★4.89 · 2 bedrooms · 2 beds · 1 bath,53,2023-12-18,2024-12-16,458971964,-87.72491,41.94383
629267245356047033,Entire home/apt,Serviced apartment in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,190,2023-12-18,2024-12-16,2619611,-87.67113,41.90008
639092056792416279,Entire home/apt,Guest suite in Chicago · 2 bedrooms · 2 beds · 1 bath,100,2023-12-18,2024-12-16,26953695,-87.66196389619515,41.889857806286734
629486854095921812,Entire home/apt,Rental unit in Chicago · ★4.91 · 1 bedroom · 1 bed · 1 bath,66,2023-12-18,2024-12-16,36551019,-87.72392,41.9354
629527305375321152,Entire home/apt,Condo in Chicago · ★4.91 · 2 bedrooms · 3 beds · 2 baths,129,2023-12-18,2024-12-16,200912888,-87.64227,41.90749
639224228936028244,Entire home/apt,Condo in Chicago · ★4.69 · 3 bedrooms · 3 beds · 2.5 baths,239,2023-12-18,2024-12-16,382986737,-87.59469,41.77758
639280554466438640,Entire home/apt,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,180,2023-12-18,2024-12-16,428349408,-87.62534,41.86593
629534849745176751,Entire home/apt,Condo in Chicago · ★4.96 · 3 bedrooms · 3 beds · 1 bath,99,2023-12-18,2024-12-16,108210969,-87.71575,41.89053
639393583719624089,Entire home/apt,Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,179,2023-12-18,2024-12-16,5356497,-87.672424,41.981583
629751313472153815,Entire home/apt,Rental unit in Chicago · ★4.74 · Studio · 1 bed · 1 bath,111,2023-12-18,2024-12-16,395498979,-87.62331,41.85358
639745550659737701,Entire home/apt,Home in Chicago · ★4.97 · 2 bedrooms · 3 beds · 1.5 baths,131,2023-12-18,2024-12-16,17073575,-87.718285,41.932644
629833657909901181,Entire home/apt,Rental unit in Chicago · 2 bedrooms · 3 beds · 2 baths,0,2023-12-18,2024-12-16,351606175,-87.62358,41.81726
639759006877927996,Entire home/apt,Rental unit in Chicago · ★4.93 · 2 bedrooms · 2 beds · 1 bath,83,2023-12-18,2024-12-16,30728274,-87.77969,41.94039
629861241193101588,Entire home/apt,Guest suite in Chicago · ★4.56 · 1 bedroom · 2 beds · 1 bath,130,2023-12-18,2024-12-16,458963453,-87.68099,41.88225
629905287616231330,Private room,Rental unit in Chicago · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,67,2023-12-18,2024-12-16,63667859,-87.60391,41.75276
630027856522756870,Entire home/apt,Condo in Chicago · 3 bedrooms · 3 beds · 1.5 baths,244,2023-12-18,2024-12-16,77414650,-87.71786,41.89972
630173602397206113,Private room,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,35,2023-12-18,2024-12-16,1385332,-87.62038,41.83036
630176108437535179,Private room,Rental unit in Chicago · ★4.85 · 1 bedroom · 1 bed · 2 shared baths,26,2023-12-18,2024-12-16,457996544,-87.64699,41.79228
630198084070729440,Entire home/apt,Rental unit in Chicago · 2 bedrooms · 2 beds · 1 bath,191,2023-12-18,2024-12-16,107434423,-87.62901,41.87723
630198447928377749,Entire home/apt,Rental unit in Chicago · Studio · 1 bed · 1 bath,77,2023-12-18,2024-12-16,107434423,-87.6471114,41.885209
630297651910546792,Private room,Home in Chicago · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,150,2023-12-18,2024-12-16,40832295,-87.77948,41.919395
639920368906600737,Entire home/apt,Home in Chicago · ★4.33 · 2 bedrooms · 2 beds · 2 baths,300,2023-12-18,2024-12-16,37736852,-87.63625988399065,41.916333748570985
630326166433305965,Entire home/apt,Condo in Chicago · ★4.79 · 3 bedrooms · 4 beds · 2 baths,250,2023-12-18,2024-12-16,68319098,-87.69829559326172,41.87617492675781
630339606727801360,Entire home/apt,Rental unit in Chicago · 2 bedrooms · 3 beds · 1 bath,280,2023-12-18,2024-12-16,35342456,-87.75697,41.93862
630355783397948807,Entire home/apt,Guest suite in Chicago · ★4.94 · 1 bedroom · 2 beds · 1 bath,98,2023-12-18,2024-12-16,19539676,-87.660675,41.89476
630486532402180668,Private room,Guest suite in Chicago · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,49,2023-12-18,2024-12-16,183032570,-87.683525,41.923119
640034142960477648,Entire home/apt,Rental unit in Chicago · ★4.57 · Studio · 2 beds · 1 bath,74,2023-12-18,2024-12-16,273591286,-87.6732,41.96793
640360632827167793,Entire home/apt,Guest suite in Chicago · 2 bedrooms · 2 beds · 1 bath,125,2023-12-18,2024-12-16,1556814,-87.62424,41.80715
640458573079696683,Entire home/apt,Condo in Chicago · ★4.89 · 1 bedroom · 3 beds · 1 bath,124,2023-12-18,2024-12-16,11710780,-87.70615,41.88835
640469965697816739,Private room,Rental unit in Chicago · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,23,2023-12-18,2024-12-16,450973617,-87.67715,41.88141
640491601982265580,Private room,Rental unit in Chicago · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,23,2023-12-18,2024-12-16,450973617,-87.6779,41.87976
640664384803568159,Entire home/apt,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,150,2023-12-18,2024-12-16,24188877,-87.61784,41.89306
630537469029085072,Entire home/apt,Rental unit in Chicago · 3 bedrooms · 4 beds · 2 baths,140,2023-12-18,2024-12-16,270166444,-87.73544,41.99167
640710378187020053,Entire home/apt,Condo in Chicago · ★4.87 · 2 bedrooms · 3 beds · 2 baths,223,2023-12-18,2024-12-16,402497267,-87.62479911375621,41.86126557699777
641049705408068952,Entire home/apt,Home in Chicago · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,314,2023-12-18,2024-12-16,88115523,-87.66572880000001,41.8944877
631298805350651005,Entire home/apt,Home in Chicago · ★4.74 · 3 bedrooms · 3 beds · 2.5 baths,139,2023-12-18,2024-12-16,373812774,-87.68136,41.71153
631833151300331625,Entire home/apt,Condo in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,95,2023-12-18,2024-12-16,24970476,-87.6527,41.95566
632664143130878453,Private room,Home in Chicago · 1 bedroom · 1 bed · 1 bath,149,2023-12-18,2024-12-16,226582852,-87.64498,41.84219
633224373642797274,Entire home/apt,Rental unit in Chicago · ★5.0 · 5 bedrooms · 7 beds · 3 baths,464,2023-12-18,2024-12-16,244623079,-87.6631577,41.9729093
641126773651537396,Entire home/apt,Condo in Chicago · ★4.83 · 1 bedroom · 1 bed · 1 bath,0,2023-12-18,2024-12-16,726812,-87.70148,41.92852
633231151985915385,Entire home/apt,Condo in Chicago · ★4.96 · 3 bedrooms · 3 beds · 1 bath,157,2023-12-18,2024-12-16,11022679,-87.722275,41.928295
641344088809444688,Entire home/apt,Loft in Chicago · ★4.31 · 3 bedrooms · 3 beds · 3 baths,321,2023-12-18,2024-12-16,462421565,-87.61014,41.7819
641465120871879330,Entire home/apt,Home in Chicago · ★4.83 · 7 bedrooms · 9 beds · 3 baths,369,2023-12-18,2024-12-16,137088568,-87.75874,41.93488
633433690826539871,Entire home/apt,Condo in Chicago · ★5.0 · 4 bedrooms · 4 beds · 3 baths,600,2023-12-18,2024-12-16,425033860,-87.62819,41.87372
633437532751176862,Private room,Rental unit in Chicago · ★4.40 · 1 bedroom · 1 bed · 1 shared bath,24,2023-12-18,2024-12-16,450973617,-87.6792,41.8798
633518233790199761,Entire home/apt,Condo in Chicago · ★5.0 · 4 bedrooms · 8 beds · 2 baths,180,2023-12-18,2024-12-16,170785489,-87.65649,41.90037
641479134740592412,Entire home/apt,Home in Chicago · 5 bedrooms · 8 beds · 4 baths,3000,2023-12-18,2024-12-16,226582852,-87.64476222420905,41.83881245346877
642015442862738222,Private room,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,23,2023-12-18,2024-12-16,226582852,-87.64928992402055,41.80077332979779
642212147234433335,Entire home/apt,Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,69,2023-12-18,2024-12-16,394846911,-87.64701034873724,41.83551166097462
633519019612819552,Entire home/apt,Townhouse in Chicago · ★5.0 · 3 bedrooms · 6 beds · 4 baths,443,2023-12-18,2024-12-16,460623270,-87.64879,41.92319
633527473532501775,Entire home/apt,Home in Chicago · ★4.77 · 1 bedroom · 4 beds · 1 bath,133,2023-12-18,2024-12-16,219977804,-87.63514,41.85278
633709020193415947,Entire home/apt,Condo in Chicago · 3 bedrooms · 3 beds · 2.5 baths,280,2023-12-18,2024-12-16,24362404,-87.68341,41.92301
642351186510356551,Private room,Condo in Chicago · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,56,2023-12-18,2024-12-16,181367463,-87.65848078095094,41.89546654125364
642666613739755218,Entire home/apt,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,145,2023-12-18,2024-12-16,19231314,-87.64179,41.91337
633874621643692129,Entire home/apt,Rental unit in Chicago · ★5.0 · 3 bedrooms · 3 beds · 1 bath,104,2023-12-18,2024-12-16,19739853,-87.71982,41.93138
642975916185678424,Entire home/apt,Rental unit in Chicago · 2 bedrooms · 2 beds · 2 baths,0,2023-12-18,2024-12-16,223489622,-87.65596,41.96025
643143360745159922,Entire home/apt,Rental unit in Chicago · 2 bedrooms · 2 beds · 1.5 baths,0,2023-12-18,2024-12-16,107434423,-87.6290111,41.8772287
643282473274113090,Entire home/apt,Rental unit in Chicago · ★4.78 · 2 bedrooms · 3 beds · 1 bath,110,2023-12-18,2024-12-16,228590151,-87.71808,41.94509
633979824372105275,Entire home/apt,Condo in Chicago · ★4.92 · 2 bedrooms · 2 beds · 2 baths,285,2023-12-18,2024-12-16,21447836,-87.701302,41.913681
647369974551666096,Entire home/apt,Rental unit in Chicago · ★4.69 · Studio · 1 bed · 1 bath,60,2023-12-18,2024-12-16,316480624,-87.66566,41.98744
643615922994248988,Entire home/apt,Rental unit in Chicago · ★4.83 · 2 bedrooms · 2 beds · 1 bath,59,2023-12-18,2024-12-16,235678953,-87.74026,41.78194
643679403139470097,Private room,Condo in Chicago · ★4.88 · 2 bedrooms · 2 beds · 1 private bath,126,2023-12-18,2024-12-16,349230569,-87.7528638,41.9714234
643894304420034817,Entire home/apt,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,125,2023-12-18,2024-12-16,107434423,-87.65545,41.98397
643894696943783662,Entire home/apt,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,114,2023-12-18,2024-12-16,107434423,-87.65545,41.98397
644022561140253605,Entire home/apt,Place to stay in Chicago · 1 bedroom · 1 bed · 1 bath,121,2023-12-18,2024-12-16,133835423,-87.72281,41.90594
644289113021750732,Entire home/apt,Rental unit in Chicago · ★4.50 · Studio · 1 bed · 1 bath,55,2023-12-18,2024-12-16,377947515,-87.58997,41.79344
644304278514508886,Entire home/apt,Rental unit in Chicago · ★4.51 · Studio · 1 bed · 1 bath,55,2023-12-18,2024-12-16,377947515,-87.59213,41.79383
647887169347763623,Entire home/apt,Rental unit in Chicago · ★4.95 · 1 bedroom · 1 bed · 1 bath,196,2023-12-18,2024-12-16,629922,-87.6808843,41.9780559
644318695744470891,Entire home/apt,Townhouse in Chicago · ★5.0 · 3 bedrooms · 3 beds · 2 baths,202,2023-12-18,2024-12-16,16479196,-87.64896,41.91249
644535872119080372,Entire home/apt,Rental unit in Chicago · ★4.81 · 2 bedrooms · 2 beds · 1 bath,89,2023-12-18,2024-12-16,268151668,-87.74903,41.97162
647962148574789335,Entire home/apt,Rental unit in Chicago · 2 bedrooms · 3 beds · 1 bath,99,2023-12-18,2024-12-16,463942169,-87.73374869999999,41.7888276
644730501256968407,Entire home/apt,Rental unit in Chicago · ★4.88 · 2 bedrooms · 2 beds · 1 bath,120,2023-12-18,2024-12-16,130065939,-87.72051,41.94448
644753978447826060,Entire home/apt,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,137,2023-12-18,2024-12-16,107434423,-87.6338518,41.87710939999999
644767713528701890,Private room,Home in Chicago · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,55,2023-12-18,2024-12-16,132851466,-87.7832,41.99296
647980487041005138,Entire home/apt,Condo in Chicago · ★4.71 · 2 bedrooms · 3 beds · 1 bath,160,2023-12-18,2024-12-16,50144339,-87.6584419,41.778272
644855110859341281,Private room,Home in Chicago · ★4.50 · 1 bedroom · 1 bed · 1.5 shared baths,69,2023-12-18,2024-12-16,132851466,-87.78321,41.99064
648069647815374890,Private room,Rental unit in Chicago · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,85,2023-12-18,2024-12-16,459453759,-87.62693,41.84558
644863764114762742,Entire home/apt,Serviced apartment in Chicago · 1 bedroom · 1 bed · 1 bath,125,2023-12-18,2024-12-16,391945218,-87.62591,41.88462
644876126977164218,Entire home/apt,Condo in Chicago · ★4.78 · 1 bedroom · 1 bed · 1 bath,127,2023-12-18,2024-12-16,409349669,-87.67558,41.91815
644879181786251141,Private room,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,65,2023-12-18,2024-12-16,375588329,-87.72698,41.97251
648529125900423204,Entire home/apt,Condo in Chicago · ★4.88 · 2 bedrooms · 7 beds · 2.5 baths,636,2023-12-18,2024-12-16,115896160,-87.67192,41.89964
648538391001763517,Entire home/apt,Serviced apartment in Chicago · 1 bedroom · 1 bed · 1 bath,115,2023-12-18,2024-12-16,391945218,-87.63904,41.88645
644881246160753977,Entire home/apt,Serviced apartment in Chicago · 1 bedroom · 1 bed · 1 bath,115,2023-12-18,2024-12-16,391945218,-87.63209,41.89813
648680183790580891,Entire home/apt,Home in Chicago · ★4.98 · 5 bedrooms · 6 beds · 3 baths,275,2023-12-18,2024-12-16,169297663,-87.69109,41.91064
644934781970464682,Entire home/apt,Rental unit in Chicago · ★New · 1 bedroom · 1 bed · 1 bath,70,2023-12-18,2024-12-16,1971382,-87.66396023333073,41.85713784775504
645305104897024342,Entire home/apt,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,137,2023-12-18,2024-12-16,107434423,-87.64403,41.88501
645484368141203422,Entire home/apt,Home in Chicago · 4 bedrooms · 4 beds · 3.5 baths,0,2023-12-18,2024-12-16,458620502,-87.68319,41.9051
648762220097229568,Entire home/apt,Rental unit in Chicago · ★4.83 · 2 bedrooms · 2 beds · 1 bath,82,2023-12-18,2024-12-16,64566942,-87.69038349140166,41.91991769605695
648818181931720081,Entire home/apt,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,200,2023-12-18,2024-12-16,2619611,-87.67133,41.9002
645517682076041188,Entire home/apt,Rental unit in Chicago · ★4.83 · 1 bedroom · 3 beds · 1 bath,65,2023-12-18,2024-12-16,150639375,-87.73515,41.84779
649123544321953802,Entire home/apt,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,200,2023-12-18,2024-12-16,99540483,-87.63155,41.90803
649144703975839833,Entire home/apt,Rental unit in Chicago · ★4.90 · 3 bedrooms · 2 baths,237,2023-12-18,2024-12-16,22345626,-87.69597,41.90553
646196695872568403,Entire home/apt,Home in Chicago · ★4.81 · 4 bedrooms · 6 beds · 1.5 baths,107,2023-12-18,2024-12-16,72651433,-87.59189,41.76217
646247008059024745,Entire home/apt,Rental unit in Chicago · ★4.35 · Studio · 1 bed · 1 bath,55,2023-12-18,2024-12-16,377947515,-87.59261,41.79319
646328042905468802,Entire home/apt,Condo in Chicago · 2 bedrooms · 2 beds · 1 bath,175,2023-12-18,2024-12-16,276979434,-87.62663889999999,41.8951123
649196806143935158,Entire home/apt,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,325,2023-12-18,2024-12-16,370630312,-87.63704,41.91518
649366334604413975,Entire home/apt,Rental unit in Chicago · ★4.67 · 1 bedroom · 1 bed · 1 bath,120,2023-12-18,2024-12-16,270421564,-87.6934405,41.9775526
649370730031132631,Private room,Rental unit in Chicago · 2 bedrooms · 1 bed · 1 shared bath,140,2023-12-18,2024-12-16,79096078,-87.6071442,41.8129818
646386625230152396,Private room,Boutique hotel in Chicago · ★4.70 · 1 bedroom · 1 bed · 1 private bath,102,2023-12-18,2024-12-16,431019163,-87.62849,41.88552
646386647082376641,Private room,Boutique hotel in Chicago · ★4.73 · 1 bedroom · 1 bed · 1 private bath,102,2023-12-18,2024-12-16,431019163,-87.62794,41.88397
646443538868634616,Entire home/apt,Rental unit in Chicago · ★4.80 · 1 bedroom · 1 bed · 1 bath,85,2023-12-18,2024-12-16,135444795,-87.61563,41.83892
649465473392034507,Entire home/apt,Rental unit in Chicago · ★4.52 · 1 bedroom · 1 bed · 1 bath,70,2023-12-18,2024-12-16,49803776,-87.7219644,41.8068107
649476858911076646,Entire home/apt,Condo in Chicago · ★4.90 · 2 bedrooms · 3 beds · 2 baths,119,2023-12-18,2024-12-16,212313279,-87.67476,41.90914
649835066119290910,Entire home/apt,Rental unit in Chicago · ★4.96 · Studio · 1 bed · 1 bath,95,2023-12-18,2024-12-16,238814659,-87.61662,41.84031
646455524586428840,Entire home/apt,Rental unit in Chicago · ★4.85 · 3 bedrooms · 3 beds · 1 bath,100,2023-12-18,2024-12-16,371036931,-87.65368,41.87007
649906858536454609,Entire home/apt,Loft in Chicago · ★4.90 · 5 bedrooms · 10 beds · 3 baths,512,2023-12-18,2024-12-16,464407683,-87.6507402,41.8903205
646557416547912385,Entire home/apt,Rental unit in Chicago · ★4.94 · 2 bedrooms · 2 beds · 1 bath,135,2023-12-18,2024-12-16,463628004,-87.7207268,41.9198011
646663918322241614,Entire home/apt,Rental unit in Chicago · 2 bedrooms · 2 beds · 1 bath,149,2023-12-18,2024-12-16,11036600,-87.66343,41.93881
647197491411578310,Private room,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,32,2023-12-18,2024-12-16,7266402,-87.59654,41.78505
649974943915158739,Entire home/apt,Home in Chicago · ★5.0 · 5 bedrooms · 5 beds · 7.5 baths,1284,2023-12-18,2024-12-16,169726238,-87.6375,41.90919
649987969908932555,Entire home/apt,Condo in Chicago · ★4.80 · 3 bedrooms · 3 beds · 1 bath,96,2023-12-18,2024-12-16,5228189,-87.72264,41.96057
657450439128400737,Private room,Rental unit in Chicago · 1 bedroom · 1 bed · 1 shared bath,23,2023-12-18,2024-12-16,226582852,-87.64217,41.80409
650109685913019875,Entire home/apt,Condo in Chicago · ★5.0 · 3 bedrooms · 3 beds · 2 baths,292,2023-12-18,2024-12-16,21662891,-87.67083939999999,41.9008279
657920467258249591,Entire home/apt,Rental unit in Chicago · ★4.75 · Studio · 1 bed · 1 bath,50,2023-12-18,2024-12-16,459457994,-87.76737,41.96712
657994894090367037,Entire home/apt,Condo in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,126,2023-12-18,2024-12-16,466232266,-87.62663889999999,41.8951123
658020245147652462,Entire home/apt,Rental unit in Chicago · ★4.95 · 3 bedrooms · 3 beds · 1 bath,88,2023-12-18,2024-12-16,372044115,-87.61273,41.7743
650160703312946665,Entire home/apt,Rental unit in Chicago · 2 bedrooms · 3 beds · 1 bath,140,2023-12-18,2024-12-16,536586,-87.72949,41.91998
650164651310033026,Entire home/apt,Serviced apartment in Chicago · 1 bedroom · 1 bed · 1 bath,109,2023-12-18,2024-12-16,391945218,-87.63333353612747,41.88332878003284
650243229976365340,Entire home/apt,Serviced apartment in Chicago · 1 bedroom · 1 bed · 1 bath,190,2023-12-18,2024-12-16,2619611,-87.66904,41.90011
650582327842639276,Entire home/apt,Rental unit in Chicago · ★4.81 · Studio · 1 bed · 1 bath,73,2023-12-18,2024-12-16,228485415,-87.6916,41.99715
650765283746942885,Entire home/apt,Home in Chicago · ★5.0 · 4 bedrooms · 4 beds · 4 baths,1714,2023-12-18,2024-12-16,2479544,-87.67403,41.90488
658174043006808192,Private room,Home in Chicago · ★4.0 · 1 bedroom · 1 bed · 3 shared baths,51,2023-12-18,2024-12-16,10821897,-87.7073,41.85235
658436757339716693,Entire home/apt,Home in Chicago · 5 bedrooms · 6 beds · 3.5 baths,449,2023-12-18,2024-12-16,136825532,-87.615,41.74631
658468351344191724,Entire home/apt,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,142,2023-12-18,2024-12-16,107434423,-87.65517,41.89524
658473034991914255,Entire home/apt,Condo in Chicago · ★4.86 · 2 bedrooms · 2 beds · 1 bath,107,2023-12-18,2024-12-16,737585,-87.69181,41.95608
650992044406663284,Entire home/apt,Serviced apartment in Chicago · ★4.90 · 3 bedrooms · 4 beds · 2 baths,233,2023-12-18,2024-12-16,209598565,-87.76765,41.97853
